##### start data
#F Ni_300mesh_2-13_NISTsi_nor.gr
#D Wed May  3 11:48:27 2006
#C 
#S 1    G(r)
#D 
#L r(A)    G(r)    d_r    d_Gr
   3.297000e+01    -8.448469e-01    -2.485879e+01     4.747384e-04  
   3.298000e+01    -7.156207e-01    -2.486633e+01     4.742946e-04  
   3.299000e+01    -5.803019e-01    -2.487387e+01     4.738863e-04  
   3.300000e+01    -4.409618e-01    -2.488141e+01     4.736347e-04  
   3.301000e+01    -2.996249e-01    -2.488895e+01     4.736126e-04  
   3.302000e+01    -1.582420e-01    -2.489649e+01     4.738220e-04  
   3.303000e+01    -1.866665e-02    -2.490403e+01     4.741936e-04  
   3.304000e+01     1.173652e-01    -2.491157e+01     4.746086e-04  
   3.305000e+01     2.482507e-01    -2.491911e+01     4.749359e-04  
   3.306000e+01     3.725334e-01    -2.492665e+01     4.750716e-04  
   3.307000e+01     4.889126e-01    -2.493419e+01     4.749715e-04  
   3.308000e+01     5.962500e-01    -2.494173e+01     4.746639e-04  
   3.309000e+01     6.935745e-01    -2.494927e+01     4.742414e-04  
   3.310000e+01     7.800842e-01    -2.495681e+01     4.738333e-04  
   3.311000e+01     8.551479e-01    -2.496435e+01     4.735657e-04  
   3.312000e+01     9.183049e-01    -2.497189e+01     4.735233e-04  
   3.313000e+01     9.692642e-01    -2.497943e+01     4.737228e-04  
   3.314000e+01     1.007903e+00    -2.498697e+01     4.741081e-04  
   3.315000e+01     1.034267e+00    -2.499451e+01     4.745673e-04  
   3.316000e+01     1.048567e+00    -2.500205e+01     4.749674e-04  
   3.317000e+01     1.051175e+00    -2.500959e+01     4.751945e-04  
   3.318000e+01     1.042628e+00    -2.501713e+01     4.751886e-04  
   3.319000e+01     1.023621e+00    -2.502467e+01     4.749609e-04  
   3.320000e+01     9.950005e-01    -2.503221e+01     4.745903e-04  
   3.321000e+01     9.577649e-01    -2.503975e+01     4.741995e-04  
   3.322000e+01     9.130525e-01    -2.504729e+01     4.739172e-04  
   3.323000e+01     8.621326e-01    -2.505483e+01     4.738384e-04  
   3.324000e+01     8.063926e-01    -2.506237e+01     4.739949e-04  
   3.325000e+01     7.473212e-01    -2.506991e+01     4.743454e-04  
   3.326000e+01     6.864876e-01    -2.507745e+01     4.747877e-04  
   3.327000e+01     6.255178e-01    -2.508499e+01     4.751909e-04  
   3.328000e+01     5.660664e-01    -2.509253e+01     4.754347e-04  
   3.329000e+01     5.097839e-01    -2.510007e+01     4.754460e-04  
   3.330000e+01     4.582826e-01    -2.510761e+01     4.752211e-04  
   3.331000e+01     4.130979e-01    -2.511515e+01     4.748263e-04  
   3.332000e+01     3.756489e-01    -2.512269e+01     4.743783e-04  
   3.333000e+01     3.471985e-01    -2.513023e+01     4.740083e-04  
   3.334000e+01     3.288130e-01    -2.513777e+01     4.738221e-04  
   3.335000e+01     3.213246e-01    -2.514531e+01     4.738673e-04  
   3.336000e+01     3.252968e-01    -2.515285e+01     4.741189e-04  
   3.337000e+01     3.409947e-01    -2.516039e+01     4.744868e-04  
   3.338000e+01     3.683618e-01    -2.516793e+01     4.748439e-04  
   3.339000e+01     4.070033e-01    -2.517547e+01     4.750654e-04  
   3.340000e+01     4.561795e-01    -2.518301e+01     4.750668e-04  
   3.341000e+01     5.148073e-01    -2.519055e+01     4.748293e-04  
   3.342000e+01     5.814725e-01    -2.519809e+01     4.744064e-04  
   3.343000e+01     6.544513e-01    -2.520563e+01     4.739072e-04  
   3.344000e+01     7.317427e-01    -2.521316e+01     4.734642e-04  
   3.345000e+01     8.111094e-01    -2.522070e+01     4.731929e-04  
   3.346000e+01     8.901273e-01    -2.522824e+01     4.731563e-04  
   3.347000e+01     9.662417e-01    -2.523578e+01     4.733461e-04  
   3.348000e+01     1.036829e+00    -2.524332e+01     4.736853e-04  
   3.349000e+01     1.099262e+00    -2.525086e+01     4.740524e-04  
   3.350000e+01     1.150976e+00    -2.525840e+01     4.743191e-04  
   3.351000e+01     1.189534e+00    -2.526594e+01     4.743897e-04  
   3.352000e+01     1.212690e+00    -2.527348e+01     4.742302e-04  
   3.353000e+01     1.218446e+00    -2.528102e+01     4.738790e-04  
   3.354000e+01     1.205104e+00    -2.528856e+01     4.734351e-04  
   3.355000e+01     1.171307e+00    -2.529610e+01     4.730287e-04  
   3.356000e+01     1.116075e+00    -2.530364e+01     4.727810e-04  
   3.357000e+01     1.038824e+00    -2.531118e+01     4.727677e-04  
   3.358000e+01     9.393829e-01    -2.531872e+01     4.729947e-04  
   3.359000e+01     8.179914e-01    -2.532626e+01     4.733969e-04  
   3.360000e+01     6.752936e-01    -2.533380e+01     4.738579e-04  
   3.361000e+01     5.123201e-01    -2.534134e+01     4.742459e-04  
   3.362000e+01     3.304622e-01    -2.534888e+01     4.744536e-04  
   3.363000e+01     1.314396e-01    -2.535642e+01     4.744306e-04  
   3.364000e+01    -8.273699e-02    -2.536396e+01     4.741981e-04  
   3.365000e+01    -3.098065e-01    -2.537150e+01     4.738426e-04  
   3.366000e+01    -5.473003e-01    -2.537904e+01     4.734893e-04  
   3.367000e+01    -7.925848e-01    -2.538658e+01     4.732635e-04  
   3.368000e+01    -1.042903e+00    -2.539412e+01     4.732524e-04  
   3.369000e+01    -1.295413e+00    -2.540166e+01     4.734776e-04  
   3.370000e+01    -1.547227e+00    -2.540920e+01     4.738883e-04  
   3.371000e+01    -1.795440e+00    -2.541674e+01     4.743770e-04  
   3.372000e+01    -2.037161e+00    -2.542428e+01     4.748124e-04  
   3.373000e+01    -2.269536e+00    -2.543182e+01     4.750793e-04  
   3.374000e+01    -2.489775e+00    -2.543936e+01     4.751134e-04  
   3.375000e+01    -2.695165e+00    -2.544690e+01     4.749207e-04  
   3.376000e+01    -2.883092e+00    -2.545444e+01     4.745749e-04  
   3.377000e+01    -3.051055e+00    -2.546198e+01     4.741955e-04  
   3.378000e+01    -3.196685e+00    -2.546952e+01     4.739112e-04  
   3.379000e+01    -3.317762e+00    -2.547706e+01     4.738200e-04  
   3.380000e+01    -3.412233e+00    -2.548460e+01     4.739593e-04  
   3.381000e+01    -3.478235e+00    -2.549214e+01     4.742939e-04  
   3.382000e+01    -3.514117e+00    -2.549968e+01     4.747269e-04  
   3.383000e+01    -3.518466e+00    -2.550722e+01     4.751297e-04  
   3.384000e+01    -3.490132e+00    -2.551476e+01     4.753810e-04  
   3.385000e+01    -3.428261e+00    -2.552230e+01     4.754041e-04  
   3.386000e+01    -3.332318e+00    -2.552984e+01     4.751895e-04  
   3.387000e+01    -3.202116e+00    -2.553738e+01     4.747983e-04  
   3.388000e+01    -3.037842e+00    -2.554492e+01     4.743437e-04  
   3.389000e+01    -2.840079e+00    -2.555246e+01     4.739567e-04  
   3.390000e+01    -2.609818e+00    -2.556000e+01     4.737466e-04  
   3.391000e+01    -2.348475e+00    -2.556754e+01     4.737677e-04  
   3.392000e+01    -2.057889e+00    -2.557508e+01     4.740024e-04  
   3.393000e+01    -1.740321e+00    -2.558262e+01     4.743678e-04  
   3.394000e+01    -1.398437e+00    -2.559016e+01     4.747412e-04  
   3.395000e+01    -1.035292e+00    -2.559770e+01     4.749986e-04  
   3.396000e+01    -6.542942e-01    -2.560524e+01     4.750527e-04  
   3.397000e+01    -2.591689e-01    -2.561278e+01     4.748796e-04  
   3.398000e+01     1.460863e-01    -2.562032e+01     4.745265e-04  
   3.399000e+01     5.572552e-01    -2.562786e+01     4.740975e-04  
   3.400000e+01     9.699591e-01    -2.563539e+01     4.737221e-04  
   3.401000e+01     1.379718e+00    -2.564293e+01     4.735160e-04  
   3.402000e+01     1.782015e+00    -2.565047e+01     4.735451e-04  
   3.403000e+01     2.172357e+00    -2.565801e+01     4.738052e-04  
   3.404000e+01     2.546341e+00    -2.566555e+01     4.742229e-04  
   3.405000e+01     2.899714e+00    -2.567309e+01     4.746781e-04  
   3.406000e+01     3.228431e+00    -2.568063e+01     4.750404e-04  
   3.407000e+01     3.528708e+00    -2.568817e+01     4.752089e-04  
   3.408000e+01     3.797074e+00    -2.569571e+01     4.751417e-04  
   3.409000e+01     4.030410e+00    -2.570325e+01     4.748682e-04  
   3.410000e+01     4.225993e+00    -2.571079e+01     4.744802e-04  
   3.411000e+01     4.381521e+00    -2.571833e+01     4.741030e-04  
   3.412000e+01     4.495147e+00    -2.572587e+01     4.738577e-04  
   3.413000e+01     4.565493e+00    -2.573341e+01     4.738232e-04  
   3.414000e+01     4.591670e+00    -2.574095e+01     4.740122e-04  
   3.415000e+01     4.573285e+00    -2.574849e+01     4.743667e-04  
   3.416000e+01     4.510448e+00    -2.575603e+01     4.747765e-04  
   3.417000e+01     4.403771e+00    -2.576357e+01     4.751131e-04  
   3.418000e+01     4.254364e+00    -2.577111e+01     4.752691e-04  
   3.419000e+01     4.063822e+00    -2.577865e+01     4.751911e-04  
   3.420000e+01     3.834214e+00    -2.578619e+01     4.748958e-04  
   3.421000e+01     3.568061e+00    -2.579373e+01     4.744656e-04  
   3.422000e+01     3.268310e+00    -2.580127e+01     4.740237e-04  
   3.423000e+01     2.938301e+00    -2.580881e+01     4.736970e-04  
   3.424000e+01     2.581732e+00    -2.581635e+01     4.735774e-04  
   3.425000e+01     2.202614e+00    -2.582389e+01     4.736938e-04  
   3.426000e+01     1.805220e+00    -2.583143e+01     4.740028e-04  
   3.427000e+01     1.394033e+00    -2.583897e+01     4.744031e-04  
   3.428000e+01     9.736818e-01    -2.584651e+01     4.747658e-04  
   3.429000e+01     5.488800e-01    -2.585405e+01     4.749747e-04  
   3.430000e+01     1.243547e-01    -2.586159e+01     4.749611e-04  
   3.431000e+01    -2.952218e-01    -2.586913e+01     4.747245e-04  
   3.432000e+01    -7.053034e-01    -2.587667e+01     4.743327e-04  
   3.433000e+01    -1.101539e+00    -2.588421e+01     4.739014e-04  
   3.434000e+01    -1.479842e+00    -2.589175e+01     4.735587e-04  
   3.435000e+01    -1.836446e+00    -2.589929e+01     4.734062e-04  
   3.436000e+01    -2.167969e+00    -2.590683e+01     4.734875e-04  
   3.437000e+01    -2.471454e+00    -2.591437e+01     4.737748e-04  
   3.438000e+01    -2.744412e+00    -2.592191e+01     4.741776e-04  
   3.439000e+01    -2.984846e+00    -2.592945e+01     4.745705e-04  
   3.440000e+01    -3.191271e+00    -2.593699e+01     4.748319e-04  
   3.441000e+01    -3.362717e+00    -2.594453e+01     4.748809e-04  
   3.442000e+01    -3.498723e+00    -2.595207e+01     4.747013e-04  
   3.443000e+01    -3.599320e+00    -2.595961e+01     4.743471e-04  
   3.444000e+01    -3.665005e+00    -2.596715e+01     4.739252e-04  
   3.445000e+01    -3.696701e+00    -2.597469e+01     4.735634e-04  
   3.446000e+01    -3.695718e+00    -2.598223e+01     4.733712e-04  
   3.447000e+01    -3.663703e+00    -2.598977e+01     4.734056e-04  
   3.448000e+01    -3.602588e+00    -2.599731e+01     4.736535e-04  
   3.449000e+01    -3.514536e+00    -2.600485e+01     4.740359e-04  
   3.450000e+01    -3.401888e+00    -2.601239e+01     4.744318e-04  
   3.451000e+01    -3.267114e+00    -2.601993e+01     4.747157e-04  
   3.452000e+01    -3.112764e+00    -2.602747e+01     4.747957e-04  
   3.453000e+01    -2.941429e+00    -2.603501e+01     4.746413e-04  
   3.454000e+01    -2.755699e+00    -2.604255e+01     4.742929e-04  
   3.455000e+01    -2.558139e+00    -2.605009e+01     4.738494e-04  
   3.456000e+01    -2.351260e+00    -2.605762e+01     4.734390e-04  
   3.457000e+01    -2.137503e+00    -2.606516e+01     4.731802e-04  
   3.458000e+01    -1.919226e+00    -2.607270e+01     4.731456e-04  
   3.459000e+01    -1.698693e+00    -2.608024e+01     4.733403e-04  
   3.460000e+01    -1.478071e+00    -2.608778e+01     4.737003e-04  
   3.461000e+01    -1.259426e+00    -2.609532e+01     4.741129e-04  
   3.462000e+01    -1.044716e+00    -2.610286e+01     4.744517e-04  
   3.463000e+01    -8.357941e-01    -2.611040e+01     4.746154e-04  
   3.464000e+01    -6.343986e-01    -2.611794e+01     4.745584e-04  
   3.465000e+01    -4.421497e-01    -2.612548e+01     4.743049e-04  
   3.466000e+01    -2.605399e-01    -2.613302e+01     4.739410e-04  
   3.467000e+01    -9.092249e-02    -2.614056e+01     4.735887e-04  
   3.468000e+01     6.550156e-02    -2.614810e+01     4.733683e-04  
   3.469000e+01     2.076986e-01    -2.615564e+01     4.733611e-04  
   3.470000e+01     3.348185e-01    -2.616318e+01     4.735838e-04  
   3.471000e+01     4.462100e-01    -2.617072e+01     4.739830e-04  
   3.472000e+01     5.414355e-01    -2.617826e+01     4.744513e-04  
   3.473000e+01     6.202829e-01    -2.618580e+01     4.748598e-04  
   3.474000e+01     6.827737e-01    -2.619334e+01     4.750973e-04  
   3.475000e+01     7.291666e-01    -2.620088e+01     4.751036e-04  
   3.476000e+01     7.599554e-01    -2.620842e+01     4.748873e-04  
   3.477000e+01     7.758607e-01    -2.621596e+01     4.745229e-04  
   3.478000e+01     7.778155e-01    -2.622350e+01     4.741284e-04  
   3.479000e+01     7.669439e-01    -2.623104e+01     4.738294e-04  
   3.480000e+01     7.445345e-01    -2.623858e+01     4.737205e-04  
   3.481000e+01     7.120088e-01    -2.624612e+01     4.738367e-04  
   3.482000e+01     6.708850e-01    -2.625366e+01     4.741424e-04  
   3.483000e+01     6.227399e-01    -2.626120e+01     4.745431e-04  
   3.484000e+01     5.691691e-01    -2.626874e+01     4.749148e-04  
   3.485000e+01     5.117486e-01    -2.627628e+01     4.751422e-04  
   3.486000e+01     4.519968e-01    -2.628382e+01     4.751540e-04  
   3.487000e+01     3.913420e-01    -2.629136e+01     4.749449e-04  
   3.488000e+01     3.310929e-01    -2.629890e+01     4.745769e-04  
   3.489000e+01     2.724161e-01    -2.630644e+01     4.741610e-04  
   3.490000e+01     2.163196e-01    -2.631398e+01     4.738235e-04  
   3.491000e+01     1.636429e-01    -2.632152e+01     4.736671e-04  
   3.492000e+01     1.150545e-01    -2.632906e+01     4.737397e-04  
   3.493000e+01     7.105552e-02    -2.633660e+01     4.740190e-04  
   3.494000e+01     3.198912e-02    -2.634414e+01     4.744195e-04  
   3.495000e+01    -1.945189e-03    -2.635168e+01     4.748190e-04  
   3.496000e+01    -3.067352e-02    -2.635922e+01     4.750954e-04  
   3.497000e+01    -5.422725e-02    -2.636676e+01     4.751646e-04  
   3.498000e+01    -7.272144e-02    -2.637430e+01     4.750049e-04  
   3.499000e+01    -8.633348e-02    -2.638184e+01     4.746639e-04  
   3.500000e+01    -9.528280e-02    -2.638938e+01     4.742439e-04  
   3.501000e+01    -9.981290e-02    -2.639692e+01     4.738710e-04  
   3.502000e+01    -1.001761e-01    -2.640446e+01     4.736565e-04  
   3.503000e+01    -9.662143e-02    -2.641200e+01     4.736627e-04  
   3.504000e+01    -8.938604e-02    -2.641954e+01     4.738839e-04  
   3.505000e+01    -7.868949e-02    -2.642708e+01     4.742479e-04  
   3.506000e+01    -6.473094e-02    -2.643462e+01     4.746391e-04  
   3.507000e+01    -4.768836e-02    -2.644216e+01     4.749334e-04  
   3.508000e+01    -2.771926e-02    -2.644970e+01     4.750369e-04  
   3.509000e+01    -4.961952e-03    -2.645724e+01     4.749137e-04  
   3.510000e+01     2.046328e-02    -2.646478e+01     4.745974e-04  
   3.511000e+01     4.845372e-02    -2.647232e+01     4.741804e-04  
   3.512000e+01     7.892501e-02    -2.647985e+01     4.737866e-04  
   3.513000e+01     1.118134e-01    -2.648739e+01     4.735332e-04  
   3.514000e+01     1.470795e-01    -2.649493e+01     4.734950e-04  
   3.515000e+01     1.847134e-01    -2.650247e+01     4.736813e-04  
   3.516000e+01     2.247399e-01    -2.651001e+01     4.740333e-04  
   3.517000e+01     2.672249e-01    -2.651755e+01     4.744420e-04  
   3.518000e+01     3.122795e-01    -2.652509e+01     4.747823e-04  
   3.519000e+01     3.600635e-01    -2.653263e+01     4.749510e-04  
   3.520000e+01     4.107852e-01    -2.654017e+01     4.748981e-04  
   3.521000e+01     4.646979e-01    -2.654771e+01     4.746420e-04  
   3.522000e+01     5.220916e-01    -2.655525e+01     4.742638e-04  
   3.523000e+01     5.832804e-01    -2.656279e+01     4.738827e-04  
   3.524000e+01     6.485842e-01    -2.657033e+01     4.736198e-04  
   3.525000e+01     7.183058e-01    -2.657787e+01     4.735607e-04  
   3.526000e+01     7.927040e-01    -2.658541e+01     4.737291e-04  
   3.527000e+01     8.719627e-01    -2.659295e+01     4.740792e-04  
   3.528000e+01     9.561594e-01    -2.660049e+01     4.745102e-04  
   3.529000e+01     1.045232e+00    -2.660803e+01     4.748968e-04  
   3.530000e+01     1.138948e+00    -2.661557e+01     4.751279e-04  
   3.531000e+01     1.236877e+00    -2.662311e+01     4.751395e-04  
   3.532000e+01     1.338372e+00    -2.663065e+01     4.749345e-04  
   3.533000e+01     1.442549e+00    -2.663819e+01     4.745812e-04  
   3.534000e+01     1.548287e+00    -2.664573e+01     4.741924e-04  
   3.535000e+01     1.654232e+00    -2.665327e+01     4.738912e-04  
   3.536000e+01     1.758810e+00    -2.666081e+01     4.737727e-04  
   3.537000e+01     1.860257e+00    -2.666835e+01     4.738752e-04  
   3.538000e+01     1.956656e+00    -2.667589e+01     4.741675e-04  
   3.539000e+01     2.045985e+00    -2.668343e+01     4.745588e-04  
   3.540000e+01     2.126172e+00    -2.669097e+01     4.749268e-04  
   3.541000e+01     2.195159e+00    -2.669851e+01     4.751549e-04  
   3.542000e+01     2.250965e+00    -2.670605e+01     4.751680e-04  
   3.543000e+01     2.291758e+00    -2.671359e+01     4.749546e-04  
   3.544000e+01     2.315920e+00    -2.672113e+01     4.745709e-04  
   3.545000e+01     2.322105e+00    -2.672867e+01     4.741236e-04  
   3.546000e+01     2.309296e+00    -2.673621e+01     4.737376e-04  
   3.547000e+01     2.276846e+00    -2.674375e+01     4.735183e-04  
   3.548000e+01     2.224514e+00    -2.675129e+01     4.735188e-04  
   3.549000e+01     2.152481e+00    -2.675883e+01     4.737243e-04  
   3.550000e+01     2.061356e+00    -2.676637e+01     4.740564e-04  
   3.551000e+01     1.952163e+00    -2.677391e+01     4.743982e-04  
   3.552000e+01     1.826320e+00    -2.678145e+01     4.746299e-04  
   3.553000e+01     1.685600e+00    -2.678899e+01     4.746662e-04  
   3.554000e+01     1.532081e+00    -2.679653e+01     4.744821e-04  
   3.555000e+01     1.368089e+00    -2.680407e+01     4.741207e-04  
   3.556000e+01     1.196135e+00    -2.681161e+01     4.736807e-04  
   3.557000e+01     1.018839e+00    -2.681915e+01     4.732867e-04  
